sku	product_id	query	machine_relevance_state	machine_observed_search_users	machine_observed_orders	machine_observed_gmv	machine_existing_card_coverage	machine_semantic_gap	machine_ownership_risk	machine_suggested_destination_field	manual_decision	manual_reason_code	manual_reason	approved_destination_field	approved_change	review_block	review_source_file
1602717077	1082855228	браслет мужской с шлем ужаса	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Запрос про мужской браслет, а SKU — автомобильная подвеска; совпадение только по символу «Шлем ужаса».			B01	MANUAL_REVIEW_BLOCK_01A.tsv
1602717077	1082855228	браслет шлем ужаса серебро	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE_AND_MATERIAL	Запрос про серебряный браслет; SKU — деревянная автомобильная подвеска.			B01	MANUAL_REVIEW_BLOCK_01A.tsv
1602717077	1082855228	бусина шлем ужаса	EXACT_PRODUCT	3.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Запрос про бусину, а не готовую автомобильную подвеску.			B01	MANUAL_REVIEW_BLOCK_01A.tsv
1602717077	1082855228	зеркальце на шлем	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	LEXICAL_FALSE_POSITIVE	«Шлем» здесь относится к предмету экипировки; связь с символом Эгисхьяльм отсутствует.			B01	MANUAL_REVIEW_BLOCK_01A.tsv
1602717077	1082855228	кому в шлем	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	NO_DEFENSIBLE_PRODUCT_INTENT	Фраза не формирует релевантный товарный интент для текущего SKU.			B01	MANUAL_REVIEW_BLOCK_01A.tsv
1602717077	1082855228	шлем брелок на	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Запрос указывает на брелок/предмет со шлемом, не на автомобильную подвеску.			B01	MANUAL_REVIEW_BLOCK_01A.tsv
1602717077	1082855228	шлем ужаса серебро	EXACT_PRODUCT	44.0	0.0	1008.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	MATERIAL_OR_PRODUCT_MISMATCH	Запрос с модификатором «серебро» не соответствует деревянному SKU; добавлять его в карточку нельзя.			B01	MANUAL_REVIEW_BLOCK_01A.tsv
1602717077	1082855228	шлем ужаса шарм	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Шарм — другой тип изделия; совпадение только по символу.			B01	MANUAL_REVIEW_BLOCK_01A.tsv
1611643847	1092556350	гунгнир копье не	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	NO_CHANGE_ALREADY_COVERED	Смысл «Гунгнир / копьё» уже явно присутствует в title и описании; новой семантики для карточки нет.			B01	MANUAL_REVIEW_BLOCK_01A.tsv
1611643847	1092556350	гунгнир копьем одиума	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	NO_CHANGE_ALREADY_COVERED	Несмотря на искажение фразы, ядро «Гунгнир / копьё Одина» уже покрыто карточкой.			B01	MANUAL_REVIEW_BLOCK_01A.tsv
1611643847	1092556350	доска гунгнир	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Модификатор «доска» указывает на другой товарный тип.			B01	MANUAL_REVIEW_BLOCK_01A.tsv
1611643847	1092556350	коп гунгнир один	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	NO_CHANGE_ALREADY_COVERED	Вероятная опечаточная форма «Гунгнир / Один» уже покрыта названием и описанием.			B01	MANUAL_REVIEW_BLOCK_01A.tsv
1611643847	1092556350	копье 1/12	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Масштаб 1/12 указывает на модель/миниатюру копья, не на амулет-подвеску.			B01	MANUAL_REVIEW_BLOCK_01A.tsv
1611643847	1092556350	копье бога	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	HOLD	AMBIGUOUS_MOTIF	Фраза может относиться к Гунгниру, но не содержит достаточной идентификации Одина/Гунгнира для безопасного назначения SKU.			B01	MANUAL_REVIEW_BLOCK_01A.tsv
1611643847	1092556350	копье дерева 200 см	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE_AND_DIMENSION	Запрос про крупное деревянное копьё 200 см; SKU — подвеска 36 см.			B01	MANUAL_REVIEW_BLOCK_01A.tsv
1611643847	1092556350	копье ммг	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	ММГ означает макет оружия; это другой товарный класс.			B01	MANUAL_REVIEW_BLOCK_01A.tsv
1611695246	1092558299	валькнут коврик на пол	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Коврик с символом Валькнут — другой товарный тип.			B01	MANUAL_REVIEW_BLOCK_01A.tsv
1611695246	1092558299	майка валькнут	EXACT_PRODUCT	2.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Майка с символом Валькнут — другой товарный тип.			B01	MANUAL_REVIEW_BLOCK_01B.tsv
1611695246	1092558299	трафарет узел валькнутв	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Трафарет Валькнута — другой товарный тип.			B01	MANUAL_REVIEW_BLOCK_01B.tsv
1611695246	1092558299	узел анама кара подвеска	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_MOTIF	Anam Cara/иной узел не подтверждает Валькнут; совпадение по слову «узел» недостаточно.			B01	MANUAL_REVIEW_BLOCK_01B.tsv
1623753672	1106060257	доево жизни	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	NO_CHANGE_ALREADY_COVERED	Вероятная опечатка «древо жизни»; точное понятие уже есть в title и описании.			B01	MANUAL_REVIEW_BLOCK_01B.tsv
1623753672	1106060257	древо жизни кресты	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_MODIFIER	«Кресты» задаёт иной предмет/дизайн; карточка не подтверждает такой вариант.			B01	MANUAL_REVIEW_BLOCK_01B.tsv
1623753672	1106060257	подвеска в машину на зеркало из камня с древом жизни	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	MATERIAL_MISMATCH	Запрос прямо требует камень, тогда как SKU подтверждён как деревянный.			B01	MANUAL_REVIEW_BLOCK_01B.tsv
1629553898	1112723580	ботинки инь и ян	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Ботинки с символом Инь-Ян — другой товар.			B01	MANUAL_REVIEW_BLOCK_01B.tsv
1629553898	1112723580	игрушка лиса инь - ян	STRONG_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Игрушка-лиса с мотивом Инь-Ян — другой товарный тип.			B01	MANUAL_REVIEW_BLOCK_01B.tsv
1629553898	1112723580	инь ян конверт	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Конверт с мотивом Инь-Ян — другой товар.			B01	MANUAL_REVIEW_BLOCK_01B.tsv
1629553898	1112723580	инь ян свечи	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Свечи Инь-Ян — другой товар.			B01	MANUAL_REVIEW_BLOCK_01B.tsv
1629553898	1112723580	инь ян ткань	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Ткань с мотивом Инь-Ян — другой товар.			B01	MANUAL_REVIEW_BLOCK_01B.tsv
1629553898	1112723580	кольцо инь ян	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Кольцо Инь-Ян — другой товар.			B01	MANUAL_REVIEW_BLOCK_01B.tsv
1629553898	1112723580	мужской кулон инь ян	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Нательный мужской кулон — не автомобильная подвеска.			B01	MANUAL_REVIEW_BLOCK_01B.tsv
1630033296	1113280875	молд белобог	EXACT_PRODUCT	1.0	0.0	805.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Молд для изготовления изделия — другой товарный класс.			B01	MANUAL_REVIEW_BLOCK_01B.tsv
1630040194	1113288401	бусина чернобог	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Отдельная бусина — другой товарный тип.			B01	MANUAL_REVIEW_BLOCK_01B.tsv
1636041142	1119957837	велес оберег волк	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	HOLD	AMBIGUOUS_VARIANT	Велес релевантен, но модификатор «волк» не подтверждён текущей карточкой и может обозначать другой дизайн.			B01	MANUAL_REVIEW_BLOCK_01B.tsv
1636041142	1119957837	велес. красная кровь	EXACT_PRODUCT	4.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	HOLD	AMBIGUOUS_OR_UNRELATED_ENTITY	Связь фразы «красная кровь» с текущим амулетом не подтверждена; автоматическое включение небезопасно.			B01	MANUAL_REVIEW_BLOCK_01B.tsv
1636048691	1119965443	печать велеса медвежья лапа в машину	EXACT_PRODUCT	0.0	0.0	913.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	HOLD	AMBIGUOUS_VARIANT	Запрос совпадает с Печатью Велеса и автомобильным назначением, но конкретная «медвежья лапа» не подтверждена явным фактом карточки; описание говорит лишь о «Лапе Великого Зверя».			B02	MANUAL_REVIEW_BLOCK_02A.tsv
1636048691	1119965443	печать велеса на шею	EXACT_PRODUCT	1.0	0.0	634.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	USE_CASE_MISMATCH	Запрос про ношение на шее, а SKU предназначен как автомобильная подвеска.			B02	MANUAL_REVIEW_BLOCK_02A.tsv
1636048691	1119965443	печать велеса серебро	EXACT_PRODUCT	41.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	MATERIAL_MISMATCH	Запрос требует серебро; SKU подтверждён как деревянный автомобильный оберег.			B02	MANUAL_REVIEW_BLOCK_02A.tsv
1640251697	1124658338	акриловые крест	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_OR_MATERIAL	Запрос про акриловый крест; текущий SKU — деревянный оберег Алатырь/Крест Сварога.			B02	MANUAL_REVIEW_BLOCK_02A.tsv
1640251697	1124658338	алатырь агат	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	MATERIAL_MISMATCH	Агат не подтверждён карточкой текущего деревянного SKU.			B02	MANUAL_REVIEW_BLOCK_02A.tsv
1640251697	1124658338	алатырь бляшка	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Бляшка — другой товарный формат.			B02	MANUAL_REVIEW_BLOCK_02A.tsv
1640251697	1124658338	алатырь в солнце	EXACT_PRODUCT	4.0	0.0	643.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	NO_CHANGE_ALREADY_COVERED	Связь Алатыря с солнцем уже раскрыта в текущем описании; добавление фразы не закрывает нового gap.			B02	MANUAL_REVIEW_BLOCK_02A.tsv
1640251697	1124658338	алатырь закладка	EXACT_PRODUCT	2.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Закладка с Алатырем — другой товар.			B02	MANUAL_REVIEW_BLOCK_02A.tsv
1640251697	1124658338	алатырь из дуба	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	UNSUPPORTED_MATERIAL_DETAIL	Карточка подтверждает дерево, но не дуб; добавлять конкретную породу без факта нельзя.			B02	MANUAL_REVIEW_BLOCK_02A.tsv
1640251697	1124658338	алатырь из золота	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	MATERIAL_MISMATCH	Золото не соответствует текущему деревянному изделию.			B02	MANUAL_REVIEW_BLOCK_02A.tsv
1640251697	1124658338	алатырь кгига	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Вероятная опечатка «книга»; другой товарный тип.			B02	MANUAL_REVIEW_BLOCK_02A.tsv
1640251697	1124658338	алатырь подве	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	NO_CHANGE_ALREADY_COVERED	Вероятная обрезанная «подвеска» уже полностью отражена в title.			B02	MANUAL_REVIEW_BLOCK_02A.tsv
1640251697	1124658338	алатырь пьютер	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	MATERIAL_MISMATCH	Pewter/пьютер не подтверждён материалами текущего SKU.			B02	MANUAL_REVIEW_BLOCK_02A.tsv
1640251697	1124658338	алатырь штамп	EXACT_PRODUCT	1.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_PRODUCT_TYPE	Штамп с символом Алатырь — другой товар.			B02	MANUAL_REVIEW_BLOCK_02A.tsv
1640251697	1124658338	армянский кругдый крест аревахач в машину на зеркало	EXACT_PRODUCT	0.0	0.0	0.0	PARTIAL_GAP	PARTIAL_GAP	LOW	LONG_DESCRIPTION	REJECT	DIFFERENT_SYMBOL	Аревахач — отдельный армянский символ, не Алатырь/Крест Сварога.			B02	MANUAL_REVIEW_BLOCK_02A.tsv
